BA,GAN
1.9619546300342354,2.039321361284352
1.6945082606225133,2.120523604820776
1.849498796779645,2.162634484632026
1.9197011315786052,2.034122840289119
1.8098353583065825,2.13538913562919
1.8267662726286884,2.05224555003306
1.8456468065083076,2.091812950425428
1.8944227389318478,2.023215126918105
1.813265835648981,2.0433540553167178
1.8033022349653027,1.9479653590041157
1.845766808961482,2.00117519832226
1.7349160632399034,2.0893793719727367
1.9216763251403863,2.084936037084746
1.7073717300826634,2.147134689197089
1.9077762290637517,2.177830458163226
1.7855760238674083,2.0688399629080196
1.74444263444978,1.9949920316971808
1.828325282487161,1.8930495921434223
1.8875246575268476,2.246955668986582
1.7965775997116866,2.1079654335577227
1.7765411066119077,2.091273992089853
1.9145818042757439,2.0449437421276824
2.191423242339562,2.0644692579058823
1.7175151578334273,1.828466757719983
1.7025156590074801,2.0083480238330447
1.7747205207220207,2.0049903365426767
1.7924914241068741,2.061899379052721
1.774972698540528,2.101066019553336
1.7620617716843134,2.157560610751287
1.72587395544332,2.0362447024068038
1.7754654126003302,2.193253926787747
1.938286135525417,2.046993485822253
1.6818849018407236,2.0257633265562314
1.6969871375496774,2.088171130636926
1.8571774408139399,2.0388873518115136
1.7841694252965046,2.063709130388559
1.8739492294961138,2.0153556410287363
1.9310291610592278,1.973329158557771
1.7922501474471242,1.9628351432179447
1.7357292493391883,2.080386367109127
1.9255798490416876,2.213975532916784
1.9005367374290034,2.0675507686320262
1.8297067449761377,2.1527660315290387
1.8060960893658358,2.0026415394046553
1.769386726443745,2.1330374965082295
1.8344415723997494,1.964989202337035
1.8048544495328724,2.1592817035260623
1.8900631284416969,2.2772718582129228
1.832174356402767,2.1081624536348738
1.940914157365973,2.1311648698412498
1.7750978425936887,2.1294881711364755
1.8079326935785573,2.1112899803270597
1.7748755146829835,1.9589920230170441
1.9067387018411677,2.077088177230011
1.831522582132151,1.9013076952299914
1.9009309680527207,2.259294707158952
2.0012924404471923,2.0436152269234436
1.9171197744085293,2.0846134426341587
2.1399651932796964,2.0531857884516733
1.834780864193777,2.0348510056843025
1.760800084277646,2.147134689197089
1.7743998980235633,2.046282604392086
1.8742151966310674,2.1225811482095667
1.7363836127086367,2.254415375220642
1.8298503836419096,1.828466757719983
1.8442316145523008,2.2413830788099554
1.77601291450219,2.1913766528774428
1.7535208730761411,1.964896384237357
1.8352100721384392,2.1121428635497295
1.761130523186981,2.0605065349318075
1.7841501732494436,1.9385680436017847
1.9131237831923442,2.0380956571220112
1.7747789557027147,2.2013769307131485
1.840088070108626,2.091430698444369
1.8621670575458729,2.129543268855495
1.9230420275632476,2.1043747031255653
1.8180587038906544,2.0380956571220112
1.8587209890342264,2.135712345501541
1.9283629422437993,2.1446006180083073
1.9236257217378858,2.120662741023696
1.7271606356109943,2.107451804437593
1.8460418989042124,2.1192638927933896
1.9094837064894525,1.9923202583783328
1.8117386238315003,2.0434350620510107
1.8729420265019663,2.1483016006864606
1.8116274352185813,2.0712357994354873
1.8970577996891635,2.258602487741841
1.6298924527029555,2.2114279009093893
1.7751171917079251,2.042058208222076
1.940217237668944,2.127881857885421
1.9280581427748067,2.12537575346619
1.8423269478871929,2.0550081974926218
1.7395014637613457,2.139412014895887
1.8511083386966722,2.156574244095041
1.8492234145210327,2.2554553841077425
2.006272687188366,2.010948641502381
1.7586821534103765,2.244464695167732
1.8262841751676238,2.056299247728986
1.9656423992654766,2.073216610540862
1.8999328596438172,2.0962125056565775
1.7664401971256587,2.1590755093070157
1.7393180520053246,2.1066880220864226
1.84276262482636,2.1210314970077726
1.9311785157509327,2.094231461781135
1.8579793366778017,1.9628577863012708
1.8716986392796162,2.051089964529347
1.8027582157828679,2.1538551771931314
1.8070519787598833,2.157560610751287
1.9911657922972028,2.039104166155461
1.9845946938872654,2.0578413351270033
1.7857559496022257,2.062587923149282
2.019278512879763,2.076232970254094
1.938367984572416,2.0370124790095367
1.8892083345589972,2.016841453705145
1.8959988924941136,2.1037907399193534
1.7273174161183105,2.0390320282476493
1.8458528553855793,2.099318344471695
1.9161298088273349,2.2123948843570362
1.8020376662021351,4.035040032891779
1.797562592094779,2.1100022383410004
1.7260547920378957,2.0972904125565215
1.8352509453234114,2.002762292811898
1.839950447367155,2.1761177596533763
2.278025264400836,2.057218589933385
1.7698809021823863,2.147134689197089
1.8065474851102632,1.9479653590041157
1.799317898057557,1.9301420148469361
1.7678045130965905,2.1224772163754837
1.7676651143685507,2.166985366588565
1.8169606989759108,2.217139966201991
1.9233566973725393,2.1208596328271208
1.8711410703455902,2.1299782311176836
1.8403180577306415,2.0584525877704656
1.7866213904221504,1.8800176344813464
1.9685128542532566,2.0672971277493977
1.7946753397142787,2.1437639312911063
1.8832068953619472,2.266141053215639
1.8915164797092279,2.105426151240904
1.868146493443008,2.1294881711364755
1.8247992745149726,2.171330425361628
1.8541583724405084,1.9992452419984867
1.7449537559472674,2.092485094363304
1.7013563465791441,2.0601041894101018
1.859325982517194,2.056413523058124
1.8058619897529793,2.150629201652659
1.9317007989008168,1.9004001409812008
1.7419505444057108,2.026499785632939
1.8635445586993675,1.8921061902135183
1.7391248033593956,2.1084565770778174
1.8491014983805794,2.046481267345145
1.9352787769981368,2.1324425427468654
2.1524923645975518,2.075706488052985
1.8500117890318801,2.0578426154445735
1.8165840042183925,2.029102322505836
1.797406836598164,2.192012318541853
1.8210909745518116,2.0751971759195
1.8711759901887484,2.1933570455495435
1.7851562077503011,2.122716635331999
1.8007916422652355,2.0568639603197942
1.9571621808204975,2.1074061566372224
1.7959042036003177,2.0017262694409528
1.8797937619358676,2.2400819201027034
1.854620775541425,2.025229007556563
1.9775522961027883,2.3330593704501705
1.7093157860050148,1.9927275221305458
1.9041074564805547,2.073843748847799
2.0098074344568837,2.105988057092343
1.887109120826302,2.1294881711364755
2.0286774413176687,2.15138154747311
1.9519804678348613,2.075526055461806
1.9068859787106853,1.9635723560169993
1.8695457828278426,2.018165037337788
1.7926923458128188,2.106638930427554
1.8568000877308521,2.203331858480334
1.7947573502038403,1.8954070572051105
1.8438339769526209,1.9941537073615005
1.9179486882478551,2.09185657318885
2.2536589987666398,2.0160095780147333
1.8277708374550223,2.1216587729254295
1.786603567450653,2.1156566937962493
1.8537082641969618,2.070429731435312
1.9375549599718596,2.081204637279021
1.9042506848274847,2.1710295905808583
1.8259918786490579,2.115126726827497
1.8190595383541375,1.9632348085321096
1.7838244792749254,2.1437052563646732
2.0470102819382037,2.175820852986118
1.8056122495034512,2.0402032498961042
1.9399829618860216,2.0835513065808113
2.186439283071619,2.0424457119262613
1.8690236936758975,1.9781748353117035
1.7717219379447613,2.074736067107434
1.7478565883170871,2.0082058668748486
1.872261969072254,2.067789400760252
